"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.selftext","Input.title","Answer.crowd_input","Approve","Reject"
"3TTPFEFXD3IXW6G10AV4ZQNK53MH6O","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:14 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:14 PST 2023","","","3PZDLQMM04JLKHJEIIA2N65I9SM2CJ","A2UCKZZI9KBBCV","Approved","Tue Feb 07 15:37:08 PST 2023","Tue Feb 07 15:38:49 PST 2023","Thu Feb 09 15:38:49 PST 2023","Thu Feb 09 15:39:36 PST 2023","","","101","100% (10/10)","100% (10/10)","100% (10/10)","Hey so like i really wanna like ault movies like it can even be like 50 shaes of grey or 365 like very toxic relationship movies or like nue movies. I have almost seem all of them but still if like there are more of these I woul really wanna see them...","bold and like out infront of your face movie?","50 shaes of grey, 365"
"3RIHDBQ1OOWZL91TNQ2LOMK6V31MH3","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","34J10VATJQWTP37ZC3WPUR1G23JQIM","A2GM5BW75YCKKW","Approved","Tue Feb 07 15:37:13 PST 2023","Tue Feb 07 15:37:37 PST 2023","Thu Feb 09 15:37:37 PST 2023","Thu Feb 09 15:38:36 PST 2023","","","24","100% (25/25)","100% (25/25)","100% (25/25)","Hello :)  


I've been craving some movies lately. I'm asking you guys an gals for recommenations of engaging movies that get me to start writing ieas in my hea of what is/what is going to happen.  
It can be Murer mysteries, sci-fis, Nolan-ish f\*ckery, time travel, or whatever s up for grabs.

As long as it's interesting an it has some sort of style, visually or thematically, I'm open to anything.","Engaging movies that will keep you asking questions",","
"3IZVJEBJ7KIJNRGV6W1BZXRP1T36Z3","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","3KIBXJ1WDGSHAMK7XTPXI2LTF6QOKN","A3OLRWACCCCUTU","Approved","Tue Feb 07 15:30:16 PST 2023","Tue Feb 07 15:30:27 PST 2023","Thu Feb 09 15:30:27 PST 2023","Thu Feb 09 15:30:37 PST 2023","","","11","100% (9/9)","100% (7/7)","100% (7/7)","I just finishe watching ""Never Let Me Go"" an I really really like it. I always thought that I on't enjoy sci-fi movies but I'm realising I might not like the futuristic sci-fi's an that I' really enjoy a sci-fi if it's set in the past. Or at least if the sci-fi part isn't too futuristic. 

&amp;#x200B;

Do you have any suggestions? (extra points if it's british)","Sci-fi Period Drama movies","Never Let Me Go"
"3D3B8GE8ACPCR6GNHU6LS9GDHV49PW","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","35L9RVQFCZGLL13WNUY94GXQ5BAUH2","AY0BJCGY2DHIX","Approved","Tue Feb 07 15:35:50 PST 2023","Tue Feb 07 15:36:07 PST 2023","Thu Feb 09 15:36:07 PST 2023","Thu Feb 09 15:36:36 PST 2023","","","17","100% (16/16)","100% (16/16)","100% (16/16)","Anyone know some goo thrillers, mysteries, an suspense films taking place in California, specifically aroun Los Angeles an the Bay Area? The film that best exemplifies what I'm looking for is Basic Instinct (1992). I am mostly looking for movies release in the 1980s, 1990s, an early 2000s.","Thrillers/mysteries/suspense films taking place in California","Basic Instinct"
"3DQYSJDTZV9YVB9VBWWOE03RARTEXZ","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","37WLF8U1W0ORLGE3XX3312Z2U6W6KG","A3OLRWACCCCUTU","Approved","Tue Feb 07 15:30:03 PST 2023","Tue Feb 07 15:30:09 PST 2023","Thu Feb 09 15:30:09 PST 2023","Thu Feb 09 15:30:36 PST 2023","","","6","100% (9/9)","100% (7/7)","100% (7/7)","I am a massive fan of Ingmar Bergman’s work an have watche every one of his movies I care to see. I love the gravity, seriousness, an tone of his movies. I am also a black an white fan. I’ve ha a har time with English speaking movies from the same time perio however. They seem to not be nearly as serious or profoun. Is there anything you think will satisfy or was Bergman ahea of his time?","Movies like Ingmar Bergman’s but in English",","
"36KM3FWE41A5P6OALCTBZCOZEX470B","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","30LSNF2395TCXK5EAS6OY93DMX62IL","A3P7M9666KJCP","Approved","Tue Feb 07 15:37:51 PST 2023","Tue Feb 07 15:38:18 PST 2023","Thu Feb 09 15:38:18 PST 2023","Thu Feb 09 15:38:36 PST 2023","","","27","100% (41/41)","100% (41/41)","100% (41/41)","I remember there was a movie that was suppose to follow some comics, I think, but it ene up being woefully receive, but I seeme to enjoy it.

It was basically a super hero that lans from space crashes into the earth like a meteor an has all these crazy abilities, I know it's vague.

The main character was a guy with blone slim blue eyes. Was suppose to have other characters in future films from what I remember. The number 7 rings a bell for some reason. 


Anyone?","What's the super/alien hero movie called circa 2010?",","
"3VIVIU06GUAZH4CDT8K6OYLLVGGMIW","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","3IXEICO79DHQOZ4QR6HV2TMYDJNT69","AKSJ3C5O3V9RB","Approved","Tue Feb 07 15:39:12 PST 2023","Tue Feb 07 15:39:31 PST 2023","Thu Feb 09 15:39:31 PST 2023","Thu Feb 09 15:39:37 PST 2023","","","19","100% (12/12)","100% (12/12)","100% (12/12)","I love the worl of Casino Royale.

The glamour of the exotic, the ramatic set pieces (the parkour chase scene), Davi Arnol's increibly beautiful, brooing score, that sense of anger aroun every corner...

Any recommenations for globetrotting thrillers with a similar atmosphere?","Movies like Casino Royale","Casino Royale"
"3EHIMLB7GHXK0KZPTPS2J4JBBYCH8A","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","340UGXU9D9ZQ32YGSJFDJHOZDQLUVS","A9MYC5IGQ2DO4","Approved","Tue Feb 07 15:37:04 PST 2023","Tue Feb 07 15:37:16 PST 2023","Thu Feb 09 15:37:16 PST 2023","Thu Feb 09 15:37:36 PST 2023","","","12","100% (13/13)","100% (13/13)","100% (13/13)","What are her best movies? I can't ecie what to watch next. Heres all I have watche so far


- Beetlejuice
- Heathers
- The Crucible
- The Age of Innocence
- Stranger Things
- Girl, Interrupte
- Ewar Scissorhans
- Lucas
- Little Women
- Black Swan
- Mermais
- Destination Weing
- Welcome Home Roxy Carmichael","Winona Ryder Movies","Beetlejuice - Heathers - The Crucible - The Age of Innocence - Stranger Things - Girl, Interrupte - Ewar Scissorhans - Lucas - Little Women - Black Swan - Mermais - Destination Weing - Welcome Home Roxy Carmichael"
"3VW0145YM8AVCFWJBQ560Z0L8V5MJ8","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","3F1567XTN730E2EW89QCHY2DJDWQ93","A14W0AXTJ3R19V","Approved","Tue Feb 07 15:36:27 PST 2023","Tue Feb 07 15:36:46 PST 2023","Thu Feb 09 15:36:46 PST 2023","Thu Feb 09 15:37:36 PST 2023","","","19","100% (33/33)","100% (33/33)","100% (33/33)","So I’m looking for movies similar to either of those : The Lobster, Swiss Army man an The menu 
I watche those three in 2022/23 an really like them an now I’m looking for movies who are similar to them","Movies like those movies","The Lobster, Swiss Army man, The menu"
"38DCH97KIR0MXUUB3JCNH8KQIW2JQS","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","3MX2NQ3YCKS1MCDWRX8NZQT4UK15XP","A3P7M9666KJCP","Approved","Tue Feb 07 15:39:11 PST 2023","Tue Feb 07 15:39:35 PST 2023","Thu Feb 09 15:39:35 PST 2023","Thu Feb 09 15:39:37 PST 2023","","","24","100% (41/41)","100% (41/41)","100% (41/41)","I've recently watche Taxi Driver, an Mean Streets, an I just love the overall feeling of New York in the 70's. What are some other movies that isplay 1970's New York well?","Movies set in the 1970's New York City?","Taxi Driver, Mean Streets"
"3CVBMEMMYLEG06U6JK0W54NG0E6H7N","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","34YB12FSQ9MO8X3CUMP5S64VDPUGMX","A9K0CV70JWG1W","Approved","Tue Feb 07 15:28:35 PST 2023","Tue Feb 07 15:28:54 PST 2023","Thu Feb 09 15:28:54 PST 2023","Thu Feb 09 15:29:36 PST 2023","","","19","100% (30/30)","100% (30/30)","100% (30/30)","Looking for movies with the same atmosphere as:

1922

No Country for Ol Men

I on't really know how to explain it, but if you know any calm, slow but intense movies please suggest. :-)","Calm but intense movies","1922, No Country for Old Men"
"391JB9X4086QNZ21TB5I1E0YNK5MK7","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","3OSWBBLG1PVWQPSP63Q6X2HW71YXDO","A14W0AXTJ3R19V","Approved","Tue Feb 07 15:37:10 PST 2023","Tue Feb 07 15:37:17 PST 2023","Thu Feb 09 15:37:17 PST 2023","Thu Feb 09 15:37:36 PST 2023","","","7","100% (33/33)","100% (33/33)","100% (33/33)","
I’ve hear so much about it, that’s it’s great an campy an fun. I’m consiering seeing it but I am so easily scare an usually can’t sit through a horror movie. Is it too scary for someone like me? How frightene were you?","Those of you that have seen the new movie, M3gan…","."
"37OPIVELV41YJ8S4QNCGFVP61MCHAE","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","3QBD8R3Z2CHWWKV4C12HBLWXIK0O4X","A3P7M9666KJCP","Approved","Tue Feb 07 15:39:50 PST 2023","Tue Feb 07 15:40:14 PST 2023","Thu Feb 09 15:40:14 PST 2023","Thu Feb 09 15:40:36 PST 2023","","","24","100% (41/41)","100% (41/41)","100% (41/41)","I recently watche a bunch of teen ramas but I foun that most of them lacke in a certain area that I was looking for. I’m really not picky, I just want a sa teen romance rama that may or may not make me cry. Thanks in avance :)","Looking for sad romantic dramas from a teenager’s perspective",","
"30OITAWPC01KEPIZYHYGJ0EMV4UH9Z","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","3YZ8UPK3V4KU4TSG12K8TP0ASJ5UCT","A3P7M9666KJCP","Approved","Tue Feb 07 15:35:30 PST 2023","Tue Feb 07 15:36:36 PST 2023","Thu Feb 09 15:36:36 PST 2023","Thu Feb 09 15:36:37 PST 2023","","","66","100% (41/41)","100% (41/41)","100% (41/41)","I apologize if my explanation will be confusing. But what I woul like to say is that I woul like to watch some movies that shots the location with awesome cinematography an it will feel like you just wante to stay on that scene, just take in, an appreciate the beauty of nature/location.

Any genre will o. Any location will o whether a ark an gloomy forest, snowy mountain, magical forest, space, fiels, castle on hill, beach, esert, sci-fi look, sky, unerwater. The scene oesn't have to be that long.

It's like **Re Dea Reemption 2** *(Game)* free roam that you just want to turn on the cinematic moe or just look at the whole country up on the Grizzlies. Or like **Smile** *(2022)* upsie-own aerial view of the place from time to time. Or **Devil** *(2010)* upsie-own aerial view of the city in the opening. Or **Harry Potter** where we get the first glimpse of the Hogwarts Castle. Or **Avatar 2** *(2022)* Panora. Or **Journey to the Center of the Earth** *(2008)* location.

It's just that, you get the breathtaking an goosebumps feel when you look at the place because it's so wonerful, beautiful, oly creepy yet calming, an such. Documentaries are fully acceptable.","Any movies with great settings/locations and cinematography","Grizzlies,Smile,Devil,Harry Potter,Avatar 2,Journey to the Center of the Earth"
"3VGZ74AYUQE8CRURQVQP0Q3TMPKCGC","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","3AZHRG4CUFIQB7KHA2VNBF896HO301","A3UYK0Z6ZHS7I4","Approved","Tue Feb 07 15:27:31 PST 2023","Tue Feb 07 15:27:41 PST 2023","Thu Feb 09 15:27:41 PST 2023","Thu Feb 09 15:28:36 PST 2023","","","10","100% (20/20)","100% (20/20)","100% (20/20)","Basically, anything that oes not have a plot or a protagonist who oesn't experience something serious or sa. It also shouln't be a motivational or life lesson movie.","Anyone knows a based on a true story that's just good vibes?",","
"3566S7OX6NH5WV9SHVXBDH79JPA71E","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 07 15:22:15 PST 2023","1","BatchId:5005636;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 10 15:22:15 PST 2023","","","3I2PTA7R34SKVYXNC6H177GTU78KQR","A2UCKZZI9KBBCV","Approved","Tue Feb 07 15:35:56 PST 2023","Tue Feb 07 15:37:07 PST 2023","Thu Feb 09 15:37:07 PST 2023","Thu Feb 09 15:37:36 PST 2023","","","71","100% (10/10)","100% (10/10)","100% (10/10)","Nee help to fin some war movies (swors an sheils, not guns an tanks) with some actually goo action sequences

For Eg: 300 by Zack Snyer, King Arthur by Guy Ritchie

PS : alreay seen Troy, LOTR movies, Narnia movies","medieval/fantasy war movies with some actually good action sequences ?","300, King Arthur, Troy, LOTR, Narnia"
