"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.selftext","Input.title","Answer.crowd_input","Approve","Reject"
"3L21G7IH5HUOBF5T44NBQUR6OXEY1K","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","3KKG4CDWKTWTPXRYACJZEV18OZL944","AMWIBULQ4S8K3","Submitted","Wed Feb 15 10:42:55 PST 2023","Wed Feb 15 10:43:08 PST 2023","Fri Feb 17 10:43:08 PST 2023","","","","13","100% (5/5)","100% (5/5)","100% (5/5)","I have pretty eclectic taste in movies, but after a stressful ay, The Intern is my favorite “estress an unwin” movie. It’s warm, uplifting, an has goo original music comps an great actors (Anne Hathaway, Robert De Niro, Anrew Rannells…like how many rooms o you think exploe with joy uring the making of this movie). Also love that it’s not rom com-y. But movies that fit this escription are har to fin!!

What o you recommen that’s positive/funny/uplifting, has goo actors, lighthearte music, an isn’t rom com-y?","Movies like The Intern (2015)?","The Intern"
"37Y5RYYI1Z3Z5UEDCRGT3H76CRXSXS","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","388U7OUMFIZIU95JLSWJTDBPD9B0R2","A2W3KKNN3CAY66","Submitted","Wed Feb 15 10:42:31 PST 2023","Wed Feb 15 10:43:12 PST 2023","Fri Feb 17 10:43:12 PST 2023","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","I recently watche a bunch of teen ramas but I foun that most of them lacke in a certain area that I was looking for. I’m really not picky, I just want a sa teen romance rama that may or may not make me cry. Thanks in avance :)","Looking for sad romantic dramas from a teenager’s perspective",","
"3UL5XDRDOMH8KRFUSNRTU7GL7YH85Z","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","3483FV8BEPHW40AD8RXZ16D8EKH26Q","A2MCG5W6LHSRG9","Submitted","Wed Feb 15 10:40:04 PST 2023","Wed Feb 15 10:40:52 PST 2023","Fri Feb 17 10:40:52 PST 2023","","","","48","100% (4/4)","100% (4/4)","100% (4/4)","Basically, anything that oes not have a plot or a protagonist who oesn't experience something serious or sa. It also shouln't be a motivational or life lesson movie.","Anyone knows a based on a true story that's just good vibes?",","
"3LAZVA75OSPJ6MJNHLERTM392TU2OV","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","3I33IC7ZWQ0XR2MGY4EBHBFUA372AG","A9HQ3E0F2AGVO","Submitted","Wed Feb 15 10:40:13 PST 2023","Wed Feb 15 10:40:30 PST 2023","Fri Feb 17 10:40:30 PST 2023","","","","17","100% (18/18)","100% (16/16)","100% (16/16)","Hello :)  


I've been craving some movies lately. I'm asking you guys an gals for recommenations of engaging movies that get me to start writing ieas in my hea of what is/what is going to happen.  
It can be Murer mysteries, sci-fis, Nolan-ish f\*ckery, time travel, or whatever s up for grabs.

As long as it's interesting an it has some sort of style, visually or thematically, I'm open to anything.","Engaging movies that will keep you asking questions",","
"3M47JKRKD7Z43VF8X61YMDUL3TS86F","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","3GLB5JMZF8TL43XZHTQ29GH15P9DGC","A14W0AXTJ3R19V","Submitted","Wed Feb 15 10:42:17 PST 2023","Wed Feb 15 10:42:25 PST 2023","Fri Feb 17 10:42:25 PST 2023","","","","8","100% (33/33)","100% (33/33)","100% (33/33)","In these last few months i have been binge watching a lot of slice of life/light hearte positive movies to keep up my moo uring exams. 
Now since my en semester exams are over I am craving to watch some Dark Humour/comey type of thing. 
I have a month free to binge watch all of them.","Dark Humour",","
"3TCFMTM8IOMYAUCMBJGGHQQ19IK127","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","3XIQGXAUMN6G9GRFFQNKXA70M41X7U","A9HQ3E0F2AGVO","Submitted","Wed Feb 15 10:40:38 PST 2023","Wed Feb 15 10:40:52 PST 2023","Fri Feb 17 10:40:52 PST 2023","","","","14","100% (18/18)","100% (16/16)","100% (16/16)","I am a massive fan of Ingmar Bergman’s work an have watche every one of his movies I care to see. I love the gravity, seriousness, an tone of his movies. I am also a black an white fan. I’ve ha a har time with English speaking movies from the same time perio however. They seem to not be nearly as serious or profoun. Is there anything you think will satisfy or was Bergman ahea of his time?","Movies like Ingmar Bergman’s but in English",","
"3G3AJKPCYVQ53E2CRM6DOSY90HOY4X","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","3O7L7BFSHPN4S0HU3C1P0AC2KE2EIY","A9HQ3E0F2AGVO","Submitted","Wed Feb 15 10:43:25 PST 2023","Wed Feb 15 10:44:14 PST 2023","Fri Feb 17 10:44:14 PST 2023","","","","49","100% (18/18)","100% (16/16)","100% (16/16)","Their behin-the-scenes?

An I on't mean like ""*Now You See Me"" -* was thinking about something more atmospheric, even creepy. Like imagine trying to prove that some ol Fortune Telling Lay is a frau at the beginning of 20th century by exploring her ark an mysterious workplace.","Movies which's plot revolves around Revealing a Wizard's / Fortune Teller's / Illusionist's Secrets?","Now You See Me"
"3SZYX62S6QY4KDABIIZNG7KQWEB579","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:07 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:07 PST 2023","","","36NEMU28XQBK5JTC9RTNE9QJ8RQMW1","A9HQ3E0F2AGVO","Submitted","Wed Feb 15 10:38:37 PST 2023","Wed Feb 15 10:38:58 PST 2023","Fri Feb 17 10:38:58 PST 2023","","","","21","100% (18/18)","100% (16/16)","100% (16/16)","I love the worl of Casino Royale.

The glamour of the exotic, the ramatic set pieces (the parkour chase scene), Davi Arnol's increibly beautiful, brooing score, that sense of anger aroun every corner...

Any recommenations for globetrotting thrillers with a similar atmosphere?","Movies like Casino Royale","Casino Royale"
"3DGDV62G8Y71RMVOWLR6IM8ZCYQ2PC","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","33LK57MYL43RX9BM4B9GPMJ7HICZSG","A2FV0CMG9S8CU0","Submitted","Wed Feb 15 10:40:40 PST 2023","Wed Feb 15 10:40:44 PST 2023","Fri Feb 17 10:40:44 PST 2023","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","I’m looking for movies that you on’t nee to be 100% focuse on while watching. I’m still going to be in front of the screen, just not looking at it an mainly listening.

Genre an streaming service on’t matter, but it’ll have to be jn English.

TIA!","Movies you can have on sort of in the background",","
"3PN6H8C9SEOH7SN24RTQOAA8A3FDAG","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","3QEMNNSB28X2BAMYOQM833486MQD79","A1CF6U3GF7DZEJ","Submitted","Wed Feb 15 10:41:44 PST 2023","Wed Feb 15 10:42:25 PST 2023","Fri Feb 17 10:42:25 PST 2023","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","So I’m looking for movies similar to either of those : The Lobster, Swiss Army man an The menu 
I watche those three in 2022/23 an really like them an now I’m looking for movies who are similar to them","Movies like those movies","The Lobster, Swiss Army man"
"3BO3NEOQNAFYF33OW5U1F7QL28NAIF","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","3ERMJ6L4D9Q5F4SB1JLBMTR2F0I7ML","A14W0AXTJ3R19V","Submitted","Wed Feb 15 10:41:50 PST 2023","Wed Feb 15 10:42:09 PST 2023","Fri Feb 17 10:42:09 PST 2023","","","","19","100% (33/33)","100% (33/33)","100% (33/33)","Examples of what I've love:

Briesmais

The Big Sick 

Together Together

Someone Great

Ban-Ai

It's oesn't necessarily nee to be a rom-com, just have that rom-com feeling. Bonus points for written or irecte by women.","really good rom-com or rom-com adjacent movies","Briesmais, The Big Sick, Together Together Someone Great Ban-Ai"
"3D5G8J4N6K28G5MX1CK1P167YZ3VTH","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","39K0FND3ASDNY6Q98MXVWKTSG8OAMF","AMWIBULQ4S8K3","Submitted","Wed Feb 15 10:41:47 PST 2023","Wed Feb 15 10:41:56 PST 2023","Fri Feb 17 10:41:56 PST 2023","","","","9","100% (5/5)","100% (5/5)","100% (5/5)","I've recently watche Taxi Driver, an Mean Streets, an I just love the overall feeling of New York in the 70's. What are some other movies that isplay 1970's New York well?","Movies set in the 1970's New York City?","Taxi Driver, Mean Streets"
"3UL5XDRDOMH8KRFUSNRTU7GL7YH58W","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Wed Feb 15 10:36:08 PST 2023","1","BatchId:5011462;OriginalHitTemplateId:928390845;","120","172800","Sat Feb 18 10:36:08 PST 2023","","","39K0FND3ASDNY6Q98MXVWKTSG8NMAQ","A3EBUBRYCKB6AF","Submitted","Wed Feb 15 10:38:14 PST 2023","Wed Feb 15 10:38:23 PST 2023","Fri Feb 17 10:38:23 PST 2023","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","Looking for a romcom where someone, for example the best frien of one of the love interests, tries to save them from getting into a ba relationship","Romance where someone tries to prevent the relationship",","
