"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.selftext","Input.title","Answer.crowd_input","Approve","Reject"
"30OITAWPC01KEPIZYHYGJ0EMWBSH9C","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:14:57 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:14:57 PST 2023","","","3JAOYWH7VT2PN5YJG4IG0C3JAC0L9B","A2VE5IV9OD2SK1","Submitted","Tue Feb 14 11:21:55 PST 2023","Tue Feb 14 11:22:11 PST 2023","Thu Feb 16 11:22:11 PST 2023","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","Recommen some movies or shows like The monster: Jeffrey ahmer.
Main character shoul be loner guy an socially awkwar. He became psycho or anti social ue to his loneliness.

Thanks in avance.","Like Jeffery Dahmer","The monster: Jeffrey ahmer"
"30Y6N4AHZZU9699J62FCJ0ZIA55RD0","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:15:03 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:15:03 PST 2023","","","3HHRAGRYXJ3XTQ1GTWY8ST7D5H59OG","A9K0CV70JWG1W","Submitted","Tue Feb 14 11:20:17 PST 2023","Tue Feb 14 11:20:23 PST 2023","Thu Feb 16 11:20:23 PST 2023","","","","6","100% (30/30)","100% (30/30)","100% (30/30)","Hey Cinema Folks!

I want to List own my Top ten favourite movies an Have a public URL for the same to share with my friens an family!

Can anyone help me with this? Or woul you want such a prouct?

Something like a Spotify playlist for my Movies?","Movie website for my Top Movies",","
"3126F2F5GI1TM274P5M7KNHO9ZIEPO","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:14:55 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:14:55 PST 2023","","","3YZ8UPK3V4KU4TSG12K8TP0ATOVCUC","A9HQ3E0F2AGVO","Submitted","Tue Feb 14 11:16:50 PST 2023","Tue Feb 14 11:17:03 PST 2023","Thu Feb 16 11:17:03 PST 2023","","","","13","100% (18/18)","100% (16/16)","100% (16/16)","Basically the title. I love both of these movies, mostly because of how stylize they are an the chaotic feel they have. Both have a perfect balance of humor an rama, an they have great sountracks, too. Are there any movies that provie a similar sort of experience?","Movies with a similar pacing and energy to Trainspotting and La Haine?",","
"31ANT7FQOI01D2GNVRLZ7K9KAF9H5L","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:14:54 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:14:54 PST 2023","","","36NEMU28XQBK5JTC9RTNE9QJ8ICWMF","ACGHHDT7RY1AH","Submitted","Tue Feb 14 11:29:14 PST 2023","Tue Feb 14 11:29:53 PST 2023","Thu Feb 16 11:29:53 PST 2023","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","
I like action movies where the villain spens the whole film talking trash an acting tough an being a ick, only to en with his emise within secons of facing the protagonist, revealing he was just a piece of shit.
Maybe the hero is overpowere,  or he actually traine har or is just better at what he oes than the villain, oesn’t matter, usually the fun part is just getting to the main villain.

I get a sense of satisfaction with these type of films. I’ve seen so many long boring fights where hope seems lost just for the hero to come through at the en, that it just oesn’t o it for me anymore, since it is kin of obvious the hero will win.

Examples woul be Robocop (original), Dre, The Witch: Subversion, John Wick, an  series like One Punch Man.
I’m sure I’ve seen other but can’t remember, so, if you can recommen movies (or series) like this, please o., an thanks.","Action movies where the protagonist disposed of the main villain with ease instead of a 15 minute fight?","Robocop (original), Dre, The Witch: Subversion, John Wick, One Punch Man"
"31D0ZWOD1KXN88M8SF5V93QPGC8A0I","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:15:06 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:15:06 PST 2023","","","3U088ZLJVVRN25M5KM6PGCJ65F90W6","A9HQ3E0F2AGVO","Submitted","Tue Feb 14 11:16:49 PST 2023","Tue Feb 14 11:17:15 PST 2023","Thu Feb 16 11:17:15 PST 2023","","","","26","100% (18/18)","100% (16/16)","100% (16/16)","Im looking for movies centere aroun someone who is quietly working alone. i know it souns strange, but just films about being alone. One film that comes to min is Womb with Eva Green. She works remotely, while unergoing something quite mysterious. There are very few  people in the film. Also Uner the Skin with Scarlet Johansson coul fall uner this category.  Does anyone have any recommenations?","Movies about quietly working alone","Womb, Under the Skin"
"31HLTCK4CVT4B00RHCLUQIRI83YGVS","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:14:52 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:14:52 PST 2023","","","3WYGZ5XF37DW8EC04A6627VUD0JSKP","A3EBUBRYCKB6AF","Submitted","Tue Feb 14 11:20:49 PST 2023","Tue Feb 14 11:21:00 PST 2023","Thu Feb 16 11:21:00 PST 2023","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","Hey guys im looking for a movie i watche along time ago but cant fin it
It was about a guy talking to his mom who is ying in hospital an he mentions go an heaven an afterlife an everyone at the hospital are shocke an no one in his worl knows about go or afterlife so he gets famous an people keep asking him questions, its a comey movie","Comedy/god/afterlife",""
"31J7RYEC0VO4BGYULPYLWMPAFGD1LU","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:14:54 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:14:54 PST 2023","","","3IX2EGZR7MHPWF65706PBIQLC90JRT","A2MCG5W6LHSRG9","Submitted","Tue Feb 14 11:18:51 PST 2023","Tue Feb 14 11:19:36 PST 2023","Thu Feb 16 11:19:36 PST 2023","","","","45","100% (4/4)","100% (4/4)","100% (4/4)","Wonering if there are any other goo movies where the girl crushes on instructor / mentor an they en up both liking eachother. Not like an ol teacher with a younger girl  More like tris an four, or rose an imitri, where the guy who is a couple years oler or an instructor / mentor / trainer ens up crushing on them too. thanks !!","movies like vampire academy / divergent - girl crushes on instructor",","
"31KSVEGZ4EQ8FF9ANXK2BOO3HLBWRE","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:15:08 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:15:08 PST 2023","","","39GXDJN2O4CS55R3PGE8NP6AH4LV8G","A11SX02CICZN85","Submitted","Tue Feb 14 11:31:10 PST 2023","Tue Feb 14 11:32:48 PST 2023","Thu Feb 16 11:32:48 PST 2023","","","","98","100% (10/10)","100% (10/10)","100% (10/10)","From the first ones that enter my min, it seems the best films I’ve ever seen usually have the themes I’ve mentione above, with movies like Gofather 1&amp;2, City of Go, Come an See, Schinler’s List, 12 Angry Men, One Flew Over the Cuckoo’s Nest, an many more greats, both popular an lesser known titles 

I’m looking to fin films that are more or less as great as the ones I’ve liste, but focusing on ifferent themes an having perhaps a more heartwarming or hopeful feel

Having seen Manchester By The Sea, Schinler’s List, an Grave of The Fireflies all in the same week one time, seeing Olboy on Christmas Eve, an now having recently seen Come an See, I guess I just want to be free from all the weight an just be happy","Best and most moving films that don’t involve crime, war and/or death?","Gofather 1&2, City of Go, Come an See, Schinler’s List, 12 Angry Men, One Flew Over the Cuckoo’s Nest"
"31MBOZ6PBYPOYJ8S1MN5DI81JD4CLV","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:15:02 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:15:02 PST 2023","","","3W2LOLRXLMDK7ZCNPL61CXQYRY2KRV","A11SX02CICZN85","Submitted","Tue Feb 14 11:26:31 PST 2023","Tue Feb 14 11:28:25 PST 2023","Thu Feb 16 11:28:25 PST 2023","","","","114","100% (10/10)","100% (10/10)","100% (10/10)","A Cinerella kin of movie I guess, where the main character is kinhearte by nature, well-mannere, gentle, humble, quick to love an trust other human beings...

They might face ifficulties, trageies an unfairness from the surrouning worl, like from people who are obnoxious, lou an mean, the complete opposite of them; but they never change their ways or lose their faith in the gooness within people.

It nees to be very wholesome an inspiring, maybe even sort of therapeutic. It may make you wish for the same kin of strength an kinness within your own heart.

I'm open for all kin of movies, from chilren to ault. I on't min if it even comes across as slightly cheesy. I just want to see someone being so angelic an wholesome that it will give me butterflies. &gt;!(An maybe even cry)!&lt;","Wholesome movies with a gentle, humble and kind main character who keeps their positive attitude against all odds.","Cinerella"
"31N9JPQXJZG53RMTZRHL1196109HNB","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:15:01 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:15:01 PST 2023","","","3FTOP5WARQM1WLM6DNNARMPY3J0J0U","A11SX02CICZN85","Submitted","Tue Feb 14 11:17:34 PST 2023","Tue Feb 14 11:18:58 PST 2023","Thu Feb 16 11:18:58 PST 2023","","","","84","100% (10/10)","100% (10/10)","100% (10/10)","I'm searching for short movies (less than 90min) with cool gimmicks or great plot twists. A grest examples for cool gimmicks woul be 'Locke' (one actor, one location, one telephone) or 'Beyon the Infinite Two Minutes' (unusual time travel). Saly I on't have any great examples for short movies with goo plottwists. Maybe something like Jugement or Taipei Suicie Story.  
  
Basically I'm searching for movies with clever/creative/surprising ieas. Ieas that maybe wouln't work with a longer runtime.","Short movies with a 'gimmick' or plot twist","Beyon the Infinite Two Minutes, Jugement, Taipei Suicie Story"
"31S7M7DAHQO5K0A3N8IV2S857Z4LTN","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:14:55 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:14:55 PST 2023","","","30BUDKLTXOTSGCMFWSIVB18XFJF5EG","A1FP3SH704X01V","Submitted","Tue Feb 14 11:16:15 PST 2023","Tue Feb 14 11:16:39 PST 2023","Thu Feb 16 11:16:39 PST 2023","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","I want sci fi an fantasy movies as amazing as the original star wars trilogy, lor of the rings trilogy, aliens 1986, an the matrix. I've seen others that are goo but nothing has surpase these in my opinion. What are others you think are on the same level or almost as goo?","I need sci fi and fantasy movies.","star wars, lor of the rings trilogy, aliens 1986,the matrix"
"32204AGABLAZTZ57CN4QBH090ONHG3","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:14:59 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:14:59 PST 2023","","","38F71OA9G4UIUX7HJ2JNAL4JDFLFMZ","A31Z5TPD8QKE26","Submitted","Tue Feb 14 11:21:19 PST 2023","Tue Feb 14 11:21:55 PST 2023","Thu Feb 16 11:21:55 PST 2023","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","I really enjoye Pulp Fiction, which surprise me because I in’t love Fight Club as much as other people(still like it very much might nee a rewatch) an many people say watch fight club when you ask them for movies similar to pulp fiction…anyways As I sai I’m just looking for a movie that’s as goo as Pulp Fiction.

Thanks in avance :)","Movie similar to Pulp Fiction","Pulp Fiction, Fight Club"
"329E6HTMT60P1DURNT035FRSO0MK32","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:15:03 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:15:03 PST 2023","","","3J2UYBXQQWAP8Q7ZT4TLIIKTHDG60B","A1NF6PELRKACS9","Submitted","Tue Feb 14 11:17:09 PST 2023","Tue Feb 14 11:17:47 PST 2023","Thu Feb 16 11:17:47 PST 2023","","","","38","100% (6/6)","0% (0/0)","0% (0/0)","So movies like lor of the rings an the hobbit, willow, krull, conan the barbarian? Increible effects an cinematography is also something that I woul like.","fantasy adventure movies with a great score?","Hobbit, Willow, Lord of the Rings, Krull, Conan The Barbarian"
"32CAVSKPDON7U6LOU3QMN9LTS761UO","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:14:59 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:14:59 PST 2023","","","3DR23U6WEGCU1EX5XO0TEHEBVM2TEW","A1NF6PELRKACS9","Submitted","Tue Feb 14 11:23:44 PST 2023","Tue Feb 14 11:24:04 PST 2023","Thu Feb 16 11:24:04 PST 2023","","","","20","100% (6/6)","0% (0/0)","0% (0/0)","Unerstan the review is low, an the ""copy story"" from  Dean Koontz's novel ""Intensity"" . Out of all horror movie I saw, this one are on the top.

Anything similar to this one?","Watched “High tension"" and really like it.","Intensity"
"32LAQ1JNUJN83QXXWMAWTF4OKQXTUP","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:15:06 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:15:06 PST 2023","","","3H7Z272LXI5AFSEQXTEDM23YFGHLP5","A2MCG5W6LHSRG9","Submitted","Tue Feb 14 11:18:27 PST 2023","Tue Feb 14 11:18:50 PST 2023","Thu Feb 16 11:18:50 PST 2023","","","","23","100% (4/4)","100% (4/4)","100% (4/4)","Hi all.  
Can you suggest me movies where the main character is overpowere like Ben Affleck's character in The Accountant.  
Thanks","Movies like The Accountant","The Accountant"
"32PT7WK7EWDHN7OHVCEG12W24RPD3I","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:15:06 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:15:06 PST 2023","","","3CP1TO84P4Z0LWAZ38NU90Z8IGP52E","AMWIBULQ4S8K3","Submitted","Tue Feb 14 11:15:52 PST 2023","Tue Feb 14 11:16:04 PST 2023","Thu Feb 16 11:16:04 PST 2023","","","","12","100% (5/5)","100% (5/5)","100% (5/5)","I’m looking for a movie something similar to the pursuit of happyness where a man is struggling in his life an then finally makes it. Please recommen any movies like that.","Movies about a man struggling and working his way up","The Pursuit of Happyness"
"32TMVRKDHXWQO8BUEI8JPFA770O48O","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:14:54 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:14:54 PST 2023","","","3QL2OFSM9HGH9387418MFU8GLS3CNL","A2VE5IV9OD2SK1","Submitted","Tue Feb 14 11:20:47 PST 2023","Tue Feb 14 11:21:08 PST 2023","Thu Feb 16 11:21:08 PST 2023","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","I absolutely love the first half of the movie. It was about a teenage girl exploring her beach an hometown with minimal plot an characters. Unfortunately the secon half of the movie wasn't as goo. It ha a love interest an criminals going on the run. But the first half was great.

Does anyone know of any films that were like the first half?","Films like Ava (2017)",","
"32TZXEA1PVI8D8R9FXZ4A5NZTUI414","3RPT4N9PT7LMVUF4PIOGVNH0Z7J4DC","Pick Out Movie Title from User Posts","Copy movie names that appears in the given text into the input text box, and separate them using","data collection","$0.15","Tue Feb 14 11:14:53 PST 2023","1","BatchId:5010677;OriginalHitTemplateId:928390845;","120","172800","Fri Feb 17 11:14:53 PST 2023","","","3WI0P0II6CQCTT6DX4KE8KV87P4RDO","A2VE5IV9OD2SK1","Submitted","Tue Feb 14 11:23:29 PST 2023","Tue Feb 14 11:23:39 PST 2023","Thu Feb 16 11:23:39 PST 2023","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","I recently watche a bunch of teen ramas but I foun that most of them lacke in a certain area that I was looking for. I’m really not picky, I just want a sa teen romance rama that may or may not make me cry. Thanks in avance :)","Looking for sad romantic dramas from a teenager’s perspective",","
